item_cd,item_count,clength_e,item_name_e,category1_cd_e,category1_name_e,category2_cd_e,category2_name_e,category3_cd_e,category3_name_e,category4_cd_e,category4_name_e,clength_w,item_name_w,category1_cd_w,category1_name_w,category2_cd_w,category2_name_w,category3_cd_w,category3_name_w,category4_cd_w,category4_name_w
49310504,2,8,味の素おにぎり丸豚カレー,18,日配食品,901810,冷凍食品,831500,冷凍食品,831504,フライ,8,味の素おにぎり丸豚カレー,18,日配食品,901810,冷凍食品,831500,冷凍食品,831508,和風スナック
49310535,2,8,おにぎり丸ちいさな豚角煮,18,日配食品,901810,冷凍食品,831500,冷凍食品,831504,フライ,8,おにぎり丸ちいさな豚角煮,18,日配食品,901810,冷凍食品,831500,冷凍食品,831508,和風スナック
49310566,2,8,味の素「おにぎり丸」牛すき焼,18,日配食品,901810,冷凍食品,831500,冷凍食品,831508,和風スナック,8,味の素「おにぎり丸」牛すき焼,18,日配食品,901810,冷凍食品,831500,冷凍食品,831504,フライ
49310887,2,8,味の素かけてチン温菜おかず黒,31,加工食品,903113,即席,517100,即席料理,517102,和風,8,味の素かけてチン温菜おかず黒,31,加工食品,903113,即席,517100,即席料理,517101,洋風
49410617,2,8,森永　ビヒダス　シンバイオテ,18,日配食品,901812,市乳,831900,市乳,831907,ヨーグルト,8,森永　ビヒダス　シンバイオテ,18,日配食品,901812,市乳,831900,市乳,831908,プリン
49641752,2,8,井村屋　つぶあんトッピング,31,加工食品,903104,嗜好品,513100,ジャム,513190,その他ジャム,8,井村屋　つぶあんトッピング,31,加工食品,903108,デザート,514500,ケーキ材料,514590,その他ケーキ材料
49715347,2,8,ハウス　カカオシュガー　３１,31,加工食品,903104,嗜好品,513100,ジャム,513190,その他ジャム,8,ハウス　カカオシュガー　３１,31,加工食品,903114,スパイス,517400,スパイス,517490,その他スパイス
2708405749,2,10,マテル　ウノ　ブリスター,44,玩具,904402,ボーイズトーイ,420700,フックトーイ,420790,その他フックトーイ,10,マテル　ウノ　ブリスター,44,玩具,904405,ゲーム,421400,一般ゲーム,421403,ミニゲーム
3700035762,2,10,ダウニーエイプリルフレッシュ,41,トイレタリー,904101,洗剤,310200,仕上剤,310202,濃縮軟剤,10,ダウニーエイプリルフレッシュ,41,トイレタリー,904101,洗剤,310200,仕上剤,310201,柔軟剤
3700039300,2,10,ダウニーダウニークリーンブリ,41,トイレタリー,904101,洗剤,310200,仕上剤,310202,濃縮軟剤,10,ダウニーダウニークリーンブリ,41,トイレタリー,904101,洗剤,310200,仕上剤,310201,柔軟剤
3700086740,2,10,ダウニーＩＦカシミアグロー,41,トイレタリー,904101,洗剤,310200,仕上剤,310202,濃縮軟剤,10,ダウニーＩＦカシミアグロー,41,トイレタリー,904101,洗剤,310200,仕上剤,310201,柔軟剤
3700090281,2,10,ダウニーＩＦボタニカルミスト,41,トイレタリー,904101,洗剤,310200,仕上剤,310201,柔軟剤,10,ダウニーＩＦボタニカルミスト,41,トイレタリー,904101,洗剤,310200,仕上剤,310202,濃縮軟剤
3700095274,2,10,ダウニーＩＦアンバーブロッサ,41,トイレタリー,904101,洗剤,310200,仕上剤,310202,濃縮軟剤,10,ダウニーＩＦアンバーブロッサ,41,トイレタリー,904101,洗剤,310200,仕上剤,310201,柔軟剤
6774226511,2,10,ベジタブルスパイラルカッター,42,台所,904207,調理用品,501900,調理器具,501990,その他調理器具,10,ベジタブルスパイラルカッター,42,台所,904207,調理用品,501900,調理器具,501902,キッチンツール
85289200344,2,11,２タウンズアウトサイダー,37,酒類,903709,チューハイ,343500,スタンダードチューハイ,343502,その他フレーバー,11,２タウンズアウトサイダー,37,酒類,903708,ビール類,343200,ビール,343202,輸入
290019400000,2,12,うまづらはぎ,12,鮮魚,901201,生魚,710100,丸物,710190,その他丸物,12,うまづらはぎ,12,鮮魚,901201,生魚,710200,切身,710213,はげ
3088540504018,2,13,ルンドミエルハチミツアカシア,31,加工食品,903104,嗜好品,513200,蜂蜜,513290,その他蜂蜜,13,ルンドミエルハチミツアカシア,31,加工食品,903104,嗜好品,513200,蜂蜜,513201,蜂蜜
3104691023205,2,13,ルジェ　ストロベリー２００ｍ,37,酒類,903707,リキュール,343000,ハードリキュール,343001,小容量,13,ルジェ　ストロベリー２００ｍ,37,酒類,903701,酒,341000,リキュール類,341001,リキュール
3337872410338,2,13,ＬＲＰクレンジングウォーター,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320207,クレンジング,13,ＬＲＰクレンジングウォーター,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320214,ドクターズコスメ
3337872410840,2,13,トレリアン　モイスチャー　ロ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320290,その他基礎化粧品,13,トレリアン　モイスチャー　ロ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320214,ドクターズコスメ
3337872411854,2,13,エファクラ　モイスチャー　バ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320290,その他基礎化粧品,13,エファクラ　モイスチャー　バ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320214,ドクターズコスメ
3337872414466,2,13,ＬＲＰＵＶイデアＸＬ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320290,その他基礎化粧品,13,ＬＲＰＵＶイデアＸＬ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320214,ドクターズコスメ
3337872419775,2,13,ミセラークレンジングジェル,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320290,その他基礎化粧品,13,ミセラークレンジングジェル,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320214,ドクターズコスメ
3337875482523,2,13,ＵＶイデア,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ,13,ＵＶイデア,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320214,ドクターズコスメ
3337875482554,2,13,ＬＲＰＵＶイデアＸＬＢＢ０２,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ,13,ＬＲＰＵＶイデアＸＬＢＢ０２,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320214,ドクターズコスメ
3401329447687,2,13,イドラビオモイストクリーム,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320204,クリ－ム,13,イドラビオモイストクリーム,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320201,保湿タイプ
3401528521157,2,13,イドラビオエイチツーオー　１,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320290,その他基礎化粧品,13,イドラビオエイチツーオー　１,47,化粧品,904701,メイクアップ,320100,メイクアップ,320114,サナ
3433422401907,2,13,化粧品,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320290,その他基礎化粧品,13,化粧品,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320214,ドクターズコスメ
3543262203354,2,13,オーガニックプルーンピュレ３,31,加工食品,903104,嗜好品,513100,ジャム,513103,ノンシュガー,13,オーガニックプルーンピュレ３,31,加工食品,903104,嗜好品,513100,ジャム,513190,その他ジャム
3760136207151,2,13,クラレンドル　ルージュ　７５,37,酒類,903705,ワイン,342700,輸入ワイン,342702,中容量,13,クラレンドル　ルージュ　７５,37,酒類,903705,ワイン,342600,国産ワイン,342602,中容量７２０～７５０ｍｌ
4000799109485,2,13,マウントＨオーガニック２５本,31,加工食品,903104,嗜好品,512700,インスタントコーヒー,512702,フリ－ズドライコーヒー,13,マウントＨオーガニック２５本,31,加工食品,903104,嗜好品,512700,インスタントコーヒー,512704,カップ・ステックコーヒー
4004386826816,2,13,カリーノアニマルドーナツ１２,28,菓子,902810,ギフト,814500,ギフト,814503,焼菓子,13,カリーノアニマルドーナツ１２,28,菓子,902810,ギフト,814500,ギフト,814504,半生
4006387064761,2,13,ブリタカートリッジ３個,42,台所,904203,行楽用品,503100,ステンレスボトル,503190,その他ボトル,13,ブリタカートリッジ３個,42,台所,904206,流し用品,503200,浄水器,503205,ポット型浄水器カートリッジ
4006387072377,2,13,フィル＆ゴー　アクティブライ,42,台所,904203,行楽用品,503100,ステンレスボトル,503190,その他ボトル,13,フィル＆ゴー　アクティブライ,42,台所,904206,流し用品,503200,浄水器,503205,ポット型浄水器カートリッジ
4006387072414,2,13,ブリタフィル＆ゴーアクティブ,42,台所,904203,行楽用品,503100,ステンレスボトル,503190,その他ボトル,13,ブリタフィル＆ゴーアクティブ,42,台所,904206,流し用品,503200,浄水器,503205,ポット型浄水器カートリッジ
4028711000061,2,13,鶴屋八幡　ＩＳＦ－４,28,菓子,902810,ギフト,814500,ギフト,814503,焼菓子,13,鶴屋八幡　ＩＳＦ－４,28,菓子,902810,ギフト,814500,ギフト,814504,半生
4028711000078,2,13,鶴屋八幡　ＩＳＦ－１９７,28,菓子,902810,ギフト,814500,ギフト,814503,焼菓子,13,鶴屋八幡　ＩＳＦ－１９７,28,菓子,902810,ギフト,814500,ギフト,814504,半生
4028711000184,2,13,タベルナ・アイ　ＴＡＴＲ－２,18,日配食品,901819,資材,832900,資材,832901,資材,13,タベルナ・アイ　ＴＡＴＲ－２,18,日配食品,901810,冷凍食品,831600,ギフト,831601,ギフト（冷凍食品）
4028711000191,2,13,ビアードパパ　ＢＰＰ－００１,18,日配食品,901819,資材,832900,資材,832901,資材,13,ビアードパパ　ＢＰＰ－００１,18,日配食品,901810,冷凍食品,831600,ギフト,831601,ギフト（冷凍食品）
4028711000214,2,13,岩崎　大ＩＲＤＣ－Ｃ６Ｍ,18,日配食品,901819,資材,832900,資材,832901,資材,13,岩崎　大ＩＲＤＣ－Ｃ６Ｍ,18,日配食品,901812,市乳,832000,ギフト,832001,ギフト（市乳）
4028711000221,2,13,湊水産　石巻たらこ茶漬けスモ,18,日配食品,901819,資材,832900,資材,832901,資材,13,湊水産　石巻たらこ茶漬けスモ,18,日配食品,901804,漬物,830700,ギフト,830701,ギフト（漬物）
4210201181736,2,13,やわらか極細毛ブラシ２コ,41,トイレタリー,904107,オーラル,311500,歯ブラシ,311590,その他歯ブラシ,13,やわらか極細毛ブラシ２コ,41,トイレタリー,904107,オーラル,311500,歯ブラシ,311503,特殊ハブラシ
4210201185482,2,13,すみずみクリーンやわらか,41,トイレタリー,904107,オーラル,311500,歯ブラシ,311590,その他歯ブラシ,13,すみずみクリーンやわらか,41,トイレタリー,904107,オーラル,311500,歯ブラシ,311503,特殊ハブラシ
4511413302392,2,13,ＤＨＣ　Ｑ１０ミルク,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320205,エッセンス,13,ＤＨＣ　Ｑ１０ミルク,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320201,保湿タイプ
4511413306420,2,13,ＤＨＣ　薬用ＰＷＰＦ　ＮＯ０,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320210,ファンデーション,13,ＤＨＣ　薬用ＰＷＰＦ　ＮＯ０,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320202,美白タイプ
4511413307649,2,13,Ｑ１０クイックカラートリＤＢ,47,化粧品,904703,ヘアケア,320400,毛染,320411,白髪用ヘアマニキュア,13,Ｑ１０クイックカラートリＤＢ,47,化粧品,904703,ヘアケア,320400,毛染,320490,その他毛染
4511413308080,2,13,濃密うるみ肌　美白化粧水,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320201,保湿タイプ,13,濃密うるみ肌　美白化粧水,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320202,美白タイプ
4511413308332,2,13,オリーブすべすべミニセット,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320203,自然派タイプ,13,オリーブすべすべミニセット,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320290,その他基礎化粧品
4511413309339,2,13,濃密うるみ肌　薬用美白１ステ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320201,保湿タイプ,13,濃密うるみ肌　薬用美白１ステ,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320202,美白タイプ
4511413309452,2,13,ＤＨＣ　スパコラマスク,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320201,保湿タイプ,13,ＤＨＣ　スパコラマスク,47,化粧品,904702,基礎化粧品,320200,基礎化粧品,320213,マスク
4511413309483,2,13,ネイルケアオイル　Ｒ＆Ｊ,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ,13,ネイルケアオイル　Ｒ＆Ｊ,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物
4511413401323,2,13,ＤＨＣ２０日ニュ－スリム８０,147,化粧品（８％）,914705,季節品（８％）,360900,スキンケア（８％）,360906,ボディシェイプ,13,ＤＨＣ２０日ニュ－スリム８０,173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372506,ＤＨＣ
4511413403143,2,13,フォースコリー　８０粒,173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372506,ＤＨＣ,13,フォースコリー　８０粒,147,化粧品（８％）,914705,季節品（８％）,360900,スキンケア（８％）,360906,ボディシェイプ
4511413403273,2,13,ＤＨＣ　ヒアルロン酸　２０日,173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372506,ＤＨＣ,13,ＤＨＣ　ヒアルロン酸　２０日,147,化粧品（８％）,914705,季節品（８％）,360900,スキンケア（８％）,360906,ボディシェイプ
4511413404683,2,13,ＤＨＣ２０日極らくらく１２０,173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372506,ＤＨＣ,13,ＤＨＣ２０日極らくらく１２０,147,化粧品（８％）,914705,季節品（８％）,360900,スキンケア（８％）,360906,ボディシェイプ
4511413404874,2,13,ＤＨＣはとむぎエキス２０日,173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372506,ＤＨＣ,13,ＤＨＣはとむぎエキス２０日,147,化粧品（８％）,914705,季節品（８％）,360900,スキンケア（８％）,360906,ボディシェイプ
4511413405826,2,13,ＤＨＣプロテインダイエット,173,ドラッグ（８％）,917305,健康食品（８％）,372400,健康食品（８％）,372401,ダイエット食品,13,ＤＨＣプロテインダイエット,173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372506,ＤＨＣ
4511413405901,2,13,ＤＨＣ　２０日イチョウ葉脳内,173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372506,ＤＨＣ,13,ＤＨＣ　２０日イチョウ葉脳内,147,化粧品（８％）,914705,季節品（８％）,360900,スキンケア（８％）,360906,ボディシェイプ
4511413406007,2,13,ＤＨＣ　６０日　ＤＨＡ,173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372506,ＤＨＣ,13,ＤＨＣ　６０日　ＤＨＡ,147,化粧品（８％）,914705,季節品（８％）,360900,スキンケア（８％）,360906,ボディシェイプ
4511413406489,2,13,ＤＨＣ　２０日ヘム鉄　４０粒,173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372506,ＤＨＣ,13,ＤＨＣ　２０日ヘム鉄　４０粒,147,化粧品（８％）,914705,季節品（８％）,360900,スキンケア（８％）,360906,ボディシェイプ
4511444000069,2,13,ＦＰ３８１京風脂取り紙,47,化粧品,904706,装飾品,321200,メイク小物,321205,あぶらとり紙,13,ＦＰ３８１京風脂取り紙,47,化粧品,904706,装飾品,321200,メイク小物,321206,衛生雑貨
4511692102577,2,13,ネイルカラーＡ１５,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ネイルカラーＡ１５,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692102874,2,13,ＤＬ　ネイルカラー　Ａ３１,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ＤＬ　ネイルカラー　Ａ３１,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692103598,2,13,ディアローラネイルカラーＡ３,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ディアローラネイルカラーＡ３,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692104694,2,13,ネイルカラーＡ７６,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ネイルカラーＡ７６,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692104892,2,13,ディアローラネイルカラーＡ７,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ディアローラネイルカラーＡ７,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692105271,2,13,ディアローラネイルカラーＡ７,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ディアローラネイルカラーＡ７,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692105363,2,13,ネイルカラーＡ８４,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ネイルカラーＡ８４,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692106070,2,13,ネイルカラーＡ５２,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ネイルカラーＡ５２,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692108357,2,13,ネイルカラーＡ８９,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ネイルカラーＡ８９,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692108364,2,13,ｐａ　ネイルカラーＡ９０,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　ネイルカラーＡ９０,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692109002,2,13,ｐａ　ネイルカラーＡ１００,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　ネイルカラーＡ１００,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692109040,2,13,ネイルカラーＡ１０４,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ネイルカラーＡ１０４,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692109491,2,13,ｐａ　ネイルカラーＡ１０８,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　ネイルカラーＡ１０８,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692109538,2,13,ｐａ　ネイルカラーＡ１１２,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　ネイルカラーＡ１１２,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692109552,2,13,ネイルカラーＡ１１４,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ネイルカラーＡ１１４,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692109569,2,13,ｐａ　ネイルカラーＡ１１５,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　ネイルカラーＡ１１５,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692133069,2,13,Ｐａ　エナメルＲ　ｒｅｍ０１,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａ　エナメルＲ　ｒｅｍ０１,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692133076,2,13,Ｐａ　アセトンＲ　ｒｅｍ０２,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａ　アセトンＲ　ｒｅｍ０２,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692138781,2,13,ｐａ　ワンダーネイル　０９,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　ワンダーネイル　０９,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692141958,2,13,Ｐａ　ＧトップＣ　ｂａｓｅ０,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａ　ＧトップＣ　ｂａｓｅ０,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692141972,2,13,うすめ液０６,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,うすめ液０６,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692143167,2,13,Ｐａ　ネイルクレンザー,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａ　ネイルクレンザー,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692144171,2,13,ｐａ　シャイナー　０４,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　シャイナー　０４,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692144188,2,13,ｐａ　バッファー＆シャイナー,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　バッファー＆シャイナー,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692144201,2,13,ｐａ　フレンチガイドテープ７,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　フレンチガイドテープ７,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692144331,2,13,Ｐａ　プッシャー　ｔｏｏｌ２,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａ　プッシャー　ｔｏｏｌ２,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692144782,2,13,ｐａＳベースコートｂａｓｅ０,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａＳベースコートｂａｓｅ０,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692147479,2,13,ｐａ　２ステップセット　０３,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　２ステップセット　０３,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692154453,2,13,Ｐａ　ドロウネイルｄｒａｗ０,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａ　ドロウネイルｄｒａｗ０,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692154460,2,13,Ｐａ　ドロウネイルｄｒａｗ０,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａ　ドロウネイルｄｒａｗ０,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692157645,2,13,ｐａネイルカラー　Ａ１４１,47,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａネイルカラー　Ａ１４１,47,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
