item_cd,item_count,clength_e,item_name_e,category1_cd_e,category1_name_e,category2_cd_e,category2_name_e,category3_cd_e,category3_name_e,category4_cd_e,category4_name_e,clength_w,item_name_w,category1_cd_w,category1_name_w,category2_cd_w,category2_name_w,category3_cd_w,category3_name_w,category4_cd_w,category4_name_w
4511413403273,2,13,ＤＨＣ　ヒアルロン酸　２０日,000173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372506,ＤＨＣ,13,ＤＨＣ　ヒアルロン酸　２０日,000147,化粧品（８％）,914705,季節品（８％）,360900,スキンケア（８％）,360906,ボディシェイプ
4511413404683,2,13,ＤＨＣ２０日極らくらく１２０,000173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372506,ＤＨＣ,13,ＤＨＣ２０日極らくらく１２０,000147,化粧品（８％）,914705,季節品（８％）,360900,スキンケア（８％）,360906,ボディシェイプ
4511413404874,2,13,ＤＨＣはとむぎエキス２０日,000173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372506,ＤＨＣ,13,ＤＨＣはとむぎエキス２０日,000147,化粧品（８％）,914705,季節品（８％）,360900,スキンケア（８％）,360906,ボディシェイプ
4511413405826,2,13,ＤＨＣプロテインダイエット,000173,ドラッグ（８％）,917305,健康食品（８％）,372400,健康食品（８％）,372401,ダイエット食品,13,ＤＨＣプロテインダイエット,000173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372506,ＤＨＣ
4511413405901,2,13,ＤＨＣ　２０日イチョウ葉脳内,000173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372506,ＤＨＣ,13,ＤＨＣ　２０日イチョウ葉脳内,000147,化粧品（８％）,914705,季節品（８％）,360900,スキンケア（８％）,360906,ボディシェイプ
4511413406007,2,13,ＤＨＣ　６０日　ＤＨＡ,000173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372506,ＤＨＣ,13,ＤＨＣ　６０日　ＤＨＡ,000147,化粧品（８％）,914705,季節品（８％）,360900,スキンケア（８％）,360906,ボディシェイプ
4511413406489,2,13,ＤＨＣ　２０日ヘム鉄　４０粒,000173,ドラッグ（８％）,917305,健康食品（８％）,372500,栄養補助食品（８％）,372506,ＤＨＣ,13,ＤＨＣ　２０日ヘム鉄　４０粒,000147,化粧品（８％）,914705,季節品（８％）,360900,スキンケア（８％）,360906,ボディシェイプ
4511444000069,2,13,ＦＰ３８１京風脂取り紙,000047,化粧品,904706,装飾品,321200,メイク小物,321205,あぶらとり紙,13,ＦＰ３８１京風脂取り紙,000047,化粧品,904706,装飾品,321200,メイク小物,321206,衛生雑貨
4511692102577,2,13,ネイルカラーＡ１５,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ネイルカラーＡ１５,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692102874,2,13,ＤＬ　ネイルカラー　Ａ３１,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ＤＬ　ネイルカラー　Ａ３１,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692103598,2,13,ディアローラネイルカラーＡ３,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ディアローラネイルカラーＡ３,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692104694,2,13,ネイルカラーＡ７６,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ネイルカラーＡ７６,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692104892,2,13,ディアローラネイルカラーＡ７,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ディアローラネイルカラーＡ７,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692105271,2,13,ディアローラネイルカラーＡ７,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ディアローラネイルカラーＡ７,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692105363,2,13,ネイルカラーＡ８４,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ネイルカラーＡ８４,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692106070,2,13,ネイルカラーＡ５２,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ネイルカラーＡ５２,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692108357,2,13,ネイルカラーＡ８９,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ネイルカラーＡ８９,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692108364,2,13,ｐａ　ネイルカラーＡ９０,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　ネイルカラーＡ９０,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692109002,2,13,ｐａ　ネイルカラーＡ１００,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　ネイルカラーＡ１００,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692109040,2,13,ネイルカラーＡ１０４,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ネイルカラーＡ１０４,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692109491,2,13,ｐａ　ネイルカラーＡ１０８,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　ネイルカラーＡ１０８,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692109538,2,13,ｐａ　ネイルカラーＡ１１２,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　ネイルカラーＡ１１２,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692109552,2,13,ネイルカラーＡ１１４,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ネイルカラーＡ１１４,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692109569,2,13,ｐａ　ネイルカラーＡ１１５,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　ネイルカラーＡ１１５,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692133069,2,13,Ｐａ　エナメルＲ　ｒｅｍ０１,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａ　エナメルＲ　ｒｅｍ０１,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692133076,2,13,Ｐａ　アセトンＲ　ｒｅｍ０２,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａ　アセトンＲ　ｒｅｍ０２,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692138781,2,13,ｐａ　ワンダーネイル　０９,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　ワンダーネイル　０９,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692141958,2,13,Ｐａ　ＧトップＣ　ｂａｓｅ０,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａ　ＧトップＣ　ｂａｓｅ０,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692141972,2,13,うすめ液０６,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,うすめ液０６,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692143167,2,13,Ｐａ　ネイルクレンザー,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａ　ネイルクレンザー,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692144171,2,13,ｐａ　シャイナー　０４,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　シャイナー　０４,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692144188,2,13,ｐａ　バッファー＆シャイナー,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　バッファー＆シャイナー,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692144201,2,13,ｐａ　フレンチガイドテープ７,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　フレンチガイドテープ７,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692144331,2,13,Ｐａ　プッシャー　ｔｏｏｌ２,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａ　プッシャー　ｔｏｏｌ２,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692144782,2,13,ｐａＳベースコートｂａｓｅ０,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａＳベースコートｂａｓｅ０,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692147479,2,13,ｐａ　２ステップセット　０３,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａ　２ステップセット　０３,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692154453,2,13,Ｐａ　ドロウネイルｄｒａｗ０,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａ　ドロウネイルｄｒａｗ０,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692154460,2,13,Ｐａ　ドロウネイルｄｒａｗ０,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａ　ドロウネイルｄｒａｗ０,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692157645,2,13,ｐａネイルカラー　Ａ１４１,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａネイルカラー　Ａ１４１,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692157669,2,13,ネイルカラーＡ１４３,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ネイルカラーＡ１４３,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692157720,2,13,ｐａネイルカラー　Ａ１４９,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａネイルカラー　Ａ１４９,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692157751,2,13,ｐａネイルカラー　Ａ１５２,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａネイルカラー　Ａ１５２,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692157799,2,13,ネイルカラーＡ１５６,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ネイルカラーＡ１５６,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692157805,2,13,ｐａネイルカラー　Ａ１５７,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａネイルカラー　Ａ１５７,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692158130,2,13,ＰａネイルＣプレミアＡＡ１１,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ＰａネイルＣプレミアＡＡ１１,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692158208,2,13,Ｐａネイルカラー　Ａ１７３,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａネイルカラー　Ａ１７３,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692158406,2,13,Ｐａネイルカラー　Ａ１８１,000047,化粧品,904706,装飾品,321100,ヘアーアクセサリー,321101,カラーゴム・リング,13,Ｐａネイルカラー　Ａ１８１,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692158413,2,13,Ｐａネイルカラー　Ａ１８２,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａネイルカラー　Ａ１８２,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692158451,2,13,Ｐａネイルカラー　Ａ１８６,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａネイルカラー　Ａ１８６,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692158482,2,13,Ｐａネイルカラー　Ａ１８９,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａネイルカラー　Ａ１８９,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692158499,2,13,Ｐａネイルカラー　Ａ１９０,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,Ｐａネイルカラー　Ａ１９０,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692158680,2,13,ＰａネイルプレミアＡＡ１３８,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ＰａネイルプレミアＡＡ１３８,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692159724,2,13,ＰａネイルプレミアＡＡ１７２,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ＰａネイルプレミアＡＡ１７２,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692159816,2,13,ＰａネイルプレミアＡＡ１８１,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ＰａネイルプレミアＡＡ１８１,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692159922,2,13,ＰａネイルプレミアＡＡ１９２,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ＰａネイルプレミアＡＡ１９２,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692160133,2,13,ＰａネイルプレミアＡＡ１９９,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ＰａネイルプレミアＡＡ１９９,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692160164,2,13,ＰａネイルプレミアＡＡ２０２,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ＰａネイルプレミアＡＡ２０２,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692160188,2,13,ＰａネイルプレミアＡＡ２０４,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ＰａネイルプレミアＡＡ２０４,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
4511692160454,2,13,ｐａネイルカラープレミア２１,000047,化粧品,904706,装飾品,321200,メイク小物,321204,ネイル小物,13,ｐａネイルカラープレミア２１,000047,化粧品,904701,メイクアップ,320100,メイクアップ,320190,その他メイクアップ
