product_cd,product_name,category_major_cd,category_major_name,category_medium_cd,category_medium_name,category_small_cd,category_small_name,jan_cd,unit_price,unit_cost
P040401010,ミウマコンピラタケノコ,04,惣菜,0404,和風惣菜,040401,炒め・煮物類,4907282351010,298,224
P040401011,五目煮,04,惣菜,0404,和風惣菜,040401,炒め・煮物類,4958582001792,298,224
P040401012,赤魚煮付,04,惣菜,0404,和風惣菜,040401,炒め・煮物類,4958582001112,338,254
P040401013,サバニツケ,04,惣菜,0404,和風惣菜,040401,炒め・煮物類,4958582000955,358,269
P040401014,コンブダイパック,04,惣菜,0404,和風惣菜,040401,炒め・煮物類,4958582000375,398,299
P040401015,五目金平,04,惣菜,0404,和風惣菜,040401,炒め・煮物類,4958582000436,398,299
P040401016,モツダイパック,04,惣菜,0404,和風惣菜,040401,炒め・煮物類,4958582000443,398,299
P040401017,コジクタケノコダイパック,04,惣菜,0404,和風惣菜,040401,炒め・煮物類,4958582001631,398,299
P040401018,鶏煎煮,04,惣菜,0404,和風惣菜,040401,炒め・煮物類,4958582009682,398,299
P040402001,菜の花辛子生油和え,04,惣菜,0404,和風惣菜,040402,和え物,4958582008203,228,171
P040403001,大根なま酢,04,惣菜,0404,和風惣菜,040403,酢の物,4958582008180,198,149
P040403002,たこの酢の物,04,惣菜,0404,和風惣菜,040403,酢の物,4958582008159,248,186
P040403003,あさり酢味噌,04,惣菜,0404,和風惣菜,040403,酢の物,4958582008166,248,186
P040403004,五色ナマス,04,惣菜,0404,和風惣菜,040403,酢の物,4958582008234,248,186
P040403005,たこの酢味噌,04,惣菜,0404,和風惣菜,040403,酢の物,4958582009194,248,186
P040403006,中華酢の物,04,惣菜,0404,和風惣菜,040403,酢の物,4958582006148,278,209
P040403007,甘酢イカ  １３０ｇ,04,惣菜,0404,和風惣菜,040403,酢の物,4904640204834,298,224
P040403008,鮭くらべ  １１０ｇ,04,惣菜,0404,和風惣菜,040403,酢の物,4904640204865,298,224
P040404001,ウズラタマゴ,04,惣菜,0404,和風惣菜,040404,その他和風惣菜,0255053801801,180,135
P040404002,オムレツ,04,惣菜,0404,和風惣菜,040404,その他和風惣菜,4515118001109,198,149
P040404003,小田巻蒸し,04,惣菜,0404,和風惣菜,040404,その他和風惣菜,4958582009477,198,149
P040404004,油揚煮,04,惣菜,0404,和風惣菜,040404,その他和風惣菜,4515118001093,235,176
P040404005,大惣  そーめん,04,惣菜,0404,和風惣菜,040404,その他和風惣菜,4958582009569,248,186
P040404006,玉子２コ入りオデン,04,惣菜,0404,和風惣菜,040404,その他和風惣菜,4901530182159,278,209
P040404007,温泉玉子,04,惣菜,0404,和風惣菜,040404,その他和風惣菜,4974174000097,278,209
P040404008,おでん  １人前  ３３０ｇ,04,惣菜,0404,和風惣菜,040404,その他和風惣菜,4901561116789,288,216
P040404009,しめさば,04,惣菜,0404,和風惣菜,040404,その他和風惣菜,4958582000399,338,254
P040404010,玉子入りオデンヤ,04,惣菜,0404,和風惣菜,040404,その他和風惣菜,4901530094025,398,299
P040404011,おでん  ２人前  ６６０ｇ,04,惣菜,0404,和風惣菜,040404,その他和風惣菜,4901561116918,478,359
P040404012,鶏味噌なべ,04,惣菜,0404,和風惣菜,040404,その他和風惣菜,4958582009729,548,411
P040501001,アゲモノ１００エン,04,惣菜,0405,フライ物,040501,フライ物,0405801400000,100,75
P040501002,コロッケ,04,惣菜,0405,フライ物,040501,フライ物,0255020801803,180,135
P040501003,白身フライ,04,惣菜,0405,フライ物,040501,フライ物,0255051002200,220,165
P040501004,イカリングフライ,04,惣菜,0405,フライ物,040501,フライ物,4958582008272,278,209
P040501005,白身エスカベッシュ,04,惣菜,0405,フライ物,040501,フライ物,4958582009675,278,209
P040501006,串カツ,04,惣菜,0405,フライ物,040501,フライ物,4958582000061,298,224
P040501007,ハムエッグ,04,惣菜,0405,フライ物,040501,フライ物,4958582000078,298,224
P040501008,ウズラ,04,惣菜,0405,フライ物,040501,フライ物,4958582000139,298,224
P040501009,メンチ目玉,04,惣菜,0405,フライ物,040501,フライ物,4958582003000,298,224
P040501010,シロミタルタルソース,04,惣菜,0405,フライ物,040501,フライ物,4958582009002,318,239
P040502001,アジ唐揚,04,惣菜,0405,フライ物,040502,唐揚げ類,4515118001055,208,156
P040502002,紋甲短,04,惣菜,0405,フライ物,040502,唐揚げ類,4958582009019,278,209
P040502003,サバ唐揚,04,惣菜,0405,フライ物,040502,唐揚げ類,4958582000276,298,224
P040502005,トリノナンバン,04,惣菜,0405,フライ物,040502,唐揚げ類,4958582006117,298,224
P040502006,骨付からあげ,04,惣菜,0405,フライ物,040502,唐揚げ類,4958582009200,298,224
P040502007,鶏ピリ唐,04,惣菜,0405,フライ物,040502,唐揚げ類,4958582009736,298,224
P040503001,さわら甘酢あんかけ,04,惣菜,0405,フライ物,040503,天麩羅類,4958582009170,298,224
P040504001,鳥串,04,惣菜,0405,フライ物,040504,チキンロースト類,0255052801802,180,135
P040504002,赤貝串焼,04,惣菜,0405,フライ物,040504,チキンロースト類,4515290000266,218,164
P040504003,セトタニシクシヤキ,04,惣菜,0405,フライ物,040504,チキンロースト類,4515290000099,288,216
P040504004,ギュウアジツケホルモングシ,04,惣菜,0405,フライ物,040504,チキンロースト類,4515290000327,288,216
P040504005,焼鳥,04,惣菜,0405,フライ物,040504,チキンロースト類,4515290000068,308,231
P040504006,手羽照焼,04,惣菜,0405,フライ物,040504,チキンロースト類,4958582004519,338,254
P040504007,骨付モモ肉二本入,04,惣菜,0405,フライ物,040504,チキンロースト類,4958582009231,338,254
P040504008,ネギマグシ,04,惣菜,0405,フライ物,040504,チキンロースト類,4958582009385,358,269
P040504009,鳥山賊焼き,04,惣菜,0405,フライ物,040504,チキンロースト類,4958582008258,468,351
P040504010,鶏こうじ味噌焼,04,惣菜,0405,フライ物,040504,チキンロースト類,4958582009668,498,374
P040601001,タラコスパゲッティー,04,惣菜,0406,洋風惣菜,040601,グラタン・ピザ類,4958582008968,278,209
P040602001,えんど屋  おはぎ,04,惣菜,0406,洋風惣菜,040602,スナック類,4514369360683,405,304
P040602002,おはぎ,04,惣菜,0406,洋風惣菜,040602,スナック類,4958582002027,440,330
P040603001,オードブル,04,惣菜,0406,洋風惣菜,040603,その他洋風惣菜,4958582009620,1980,1485
P040701001,アジ南蛮,04,惣菜,0407,中華惣菜,040701,中華惣菜,4515118001116,208,156
P040701002,ミンチボール,04,惣菜,0407,中華惣菜,040701,中華惣菜,4515290000129,208,156
P040701003,トリチリソース,04,惣菜,0407,中華惣菜,040701,中華惣菜,4958582001907,268,201
P040701004,あじ南ばん漬,04,惣菜,0407,中華惣菜,040701,中華惣菜,4958582001426,278,209
P040701005,ワカドリチリソース,04,惣菜,0407,中華惣菜,040701,中華惣菜,4515290000532,288,216
P040701006,酢豚,04,惣菜,0407,中華惣菜,040701,中華惣菜,4958582002775,298,224
P040701007,シューマイアンカケ,04,惣菜,0407,中華惣菜,040701,中華惣菜,4958582003840,298,224
P040701008,八宝菜,04,惣菜,0407,中華惣菜,040701,中華惣菜,4958582006216,298,224
P040701009,中華セット,04,惣菜,0407,中華惣菜,040701,中華惣菜,4958582006186,358,269
P040801001,スズカツウナギノタレ６５Ｇ,04,惣菜,0408,焼き物,040801,うなぎ蒲焼,4901686028011,78,59
P040801002,蒲焼のたれ  ５０ＭＬ,04,惣菜,0408,焼き物,040801,うなぎ蒲焼,4949281100000,88,66
P040801003,蒲焼のたれ  １２０ｇ,04,惣菜,0408,焼き物,040801,うなぎ蒲焼,4949282800000,148,111
P040801004,蒲焼のたれ  ２４０ｇ,04,惣菜,0408,焼き物,040801,うなぎ蒲焼,4949283500000,248,186
P040801005,うなぎ蒲焼,04,惣菜,0408,焼き物,040801,うなぎ蒲焼,0000011600000,918,689
P040802001,焼さば,04,惣菜,0408,焼き物,040802,その他やきもの,0400003700000,80,60
P040802002,地鶏蒲焼,04,惣菜,0408,焼き物,040802,その他やきもの,0400002000000,100,75
P040802003,サバノシオヤキ,04,惣菜,0408,焼き物,040802,その他やきもの,4515118001017,258,194
P040802004,サンマ,04,惣菜,0408,焼き物,040802,その他やきもの,4958582000610,368,276
P040802005,大惣  焼アジ,04,惣菜,0408,焼き物,040802,その他やきもの,4958582000962,368,276
P040802006,キリサバ,04,惣菜,0408,焼き物,040802,その他やきもの,4958582000528,438,329
P041302001,チキンカツ,04,惣菜,0413,その他,041302,その他,0000015400000,450,338
P050101001,豆腐,05,和日配,0501,水物,050101,豆腐,0500005000000,40,30
P050101002,キブンゴマトーフ,05,和日配,0501,水物,050101,豆腐,4932343600000,128,96
P050101003,一口がんも,05,和日配,0501,水物,050101,豆腐,4973517090047,138,104
P050101004,エイヘイジゴマトーフ,05,和日配,0501,水物,050101,豆腐,4981842000000,138,104
P050101005,キブンタマゴトウフユウキノウホウラン,05,和日配,0501,水物,050101,豆腐,4901530147417,145,109
P050101006,山陽一口厚揚,05,和日配,0501,水物,050101,豆腐,4973517080048,158,119
P050101007,とうふ  そうめん風,05,和日配,0501,水物,050101,豆腐,4901530224552,168,126
P050101008,玉子とうふ  そうめん風,05,和日配,0501,水物,050101,豆腐,4901530225313,168,126
P050101009,紀文玉子とうふ３Ｐ,05,和日配,0501,水物,050101,豆腐,4901530143471,208,156
P050102001,油揚,05,和日配,0501,水物,050102,油揚げ・がんも,0500001200000,60,45
P050102002,サンヨーヒロウズ,05,和日配,0501,水物,050102,油揚げ・がんも,4973517090061,138,104
P050102003,ミスズイナリアゲ,05,和日配,0501,水物,050102,油揚げ・がんも,4902758300028,185,139
P050102004,厚揚（トレー）,05,和日配,0501,水物,050102,油揚げ・がんも,4901530148384,188,141
P050102005,サンヨーオデンノトモ,05,和日配,0501,水物,050102,油揚げ・がんも,4973517100111,198,149
P050102006,サンヨーシノダマキ,05,和日配,0501,水物,050102,油揚げ・がんも,4973517100104,215,161
P050103001,イタコンニャクミニ,05,和日配,0501,水物,050103,コンニャク,4923692700000,78,59
P050103002,板こんにゃく,05,和日配,0501,水物,050103,コンニャク,0500008100000,80,60
P050103003,イワミイトコンニャクミニ,05,和日配,0501,水物,050103,コンニャク,4923693400000,88,66
P050103004,中野板コンニャク１枚,05,和日配,0501,水物,050103,コンニャク,4975617010307,110,83
P050103005,おでんコンニャク  手巻,05,和日配,0501,水物,050103,コンニャク,4901530145970,128,96
P050103006,おでんコンニャク  玉串,05,和日配,0501,水物,050103,コンニャク,4901530145987,128,96
P050103007,キブンオデンコンニャクサンカク,05,和日配,0501,水物,050103,コンニャク,4901530145994,128,96
P050103008,おでんコンニャク  田楽,05,和日配,0501,水物,050103,コンニャク,4901530146007,128,96
P050103009,糸こんにゃく ２００ｇ,05,和日配,0501,水物,050103,コンニャク,4975617020108,128,96
P050103010,玉こんにゃく,05,和日配,0501,水物,050103,コンニャク,4975617030107,130,98
P050103011,金平こんにゃく,05,和日配,0501,水物,050103,コンニャク,4974336400024,135,101
P050103012,天狗生くずきり,05,和日配,0501,水物,050103,コンニャク,4902061051204,148,111
P050103013,サシミこんにゃく,05,和日配,0501,水物,050103,コンニャク,4975617010314,148,111
P050103014,磯小鉢,05,和日配,0501,水物,050103,コンニャク,4901530030917,158,119
P050103015,わかめこんにゃく磯小鉢,05,和日配,0501,水物,050103,コンニャク,4901530248206,158,119
P050103016,たずなこんにゃく,05,和日配,0501,水物,050103,コンニャク,4975617053359,165,124
P050103017,板こんにゃく２枚,05,和日配,0501,水物,050103,コンニャク,4975617010406,215,161
P050103018,キブンテマキコンニャク,05,和日配,0501,水物,050103,コンニャク,4901530142566,235,176
P050103019,糸こんにゃく  ４００ｇ,05,和日配,0501,水物,050103,コンニャク,4975617020207,245,184
P050103020,サキナガ  ジャンボコンニャク,05,和日配,0501,水物,050103,コンニャク,4974336100030,268,201
P050104001,のむ  こんにゃくゼリー  グレープ,05,和日配,0501,水物,050104,その他水物,4981873400000,115,86
P050104002,のむ  こんにゃくゼリー  レモン,05,和日配,0501,水物,050104,その他水物,4981874100000,115,86
P050104003,東鶴バラカス５００Ｇ,05,和日配,0501,水物,050104,その他水物,4904293120529,118,89
P050104004,キブントコロテントクヨウ,05,和日配,0501,水物,050104,その他水物,4901530142252,138,104
P050104005,酒粕 黄桜 ３００Ｇ,05,和日配,0501,水物,050104,その他水物,4903195120309,138,104
P050104006,紀文  本ワラビ,05,和日配,0501,水物,050104,その他水物,4901530147431,188,141
P050104007,紀文  本ワラビ  大納言,05,和日配,0501,水物,050104,その他水物,4901530149626,188,141
P050104008,紀文  本ワラビ  よもぎ,05,和日配,0501,水物,050104,その他水物,4901530200037,188,141
P050104009,酒粕 黄桜 ５００Ｇ,05,和日配,0501,水物,050104,その他水物,4903195210505,188,141
P050104010,具たくさん蒸し  海老,05,和日配,0501,水物,050104,その他水物,4902678300610,210,158
P050104011,具たくさん蒸し  松茸,05,和日配,0501,水物,050104,その他水物,4902678300627,210,158
P050104012,酒粕  黄桜  ４ｋｇ,05,和日配,0501,水物,050104,その他水物,4903195324004,740,555
P050201001,デコンシソフウミトクバイ,05,和日配,0502,漬物,050201,ぬか漬け,4904969073500,138,104
P050201002,イバラセンマイタクアン,05,和日配,0502,漬物,050201,ぬか漬け,4901602346618,188,141
P050201003,カチワリズケ,05,和日配,0502,漬物,050201,ぬか漬け,4902361002012,195,146
P050201004,ケンチャンキュウリアサズケ,05,和日配,0502,漬物,050201,ぬか漬け,4975701000061,195,146
P050201005,一口かつお沢庵,05,和日配,0502,漬物,050201,ぬか漬け,4902145122066,198,149
P050201006,イズモタクアンシソアジ,05,和日配,0502,漬物,050201,ぬか漬け,4973992000258,218,164
P050201007,ムラサキシソアジ,05,和日配,0502,漬物,050201,ぬか漬け,4901374100371,220,165
P050201008,サカモトツダカブヌカヅケ,05,和日配,0502,漬物,050201,ぬか漬け,4973992000586,228,171
P050201009,ケンチャンイイトコタクワン,05,和日配,0502,漬物,050201,ぬか漬け,4901602468525,235,176
P050201010,シンズケタクアン,05,和日配,0502,漬物,050201,ぬか漬け,4975701200058,238,179
P050201011,勾玉漬,05,和日配,0502,漬物,050201,ぬか漬け,0500009800000,450,338
P050202001,白菜漬,05,和日配,0502,漬物,050202,塩漬け,0500003600000,120,90
P050202002,ケンチャンアサヅケ,05,和日配,0502,漬物,050202,塩漬け,4975701000153,145,109
P050202003,サカモトハクサイヅケ,05,和日配,0502,漬物,050202,塩漬け,4973992000081,155,116
P050202004,サカモトキュウリアサヅケ,05,和日配,0502,漬物,050202,塩漬け,4973992000364,155,116
P050202005,ノズコウショウコウメ,05,和日配,0502,漬物,050202,塩漬け,4902361037014,160,120
P050202006,アジツケハクサイヅケ,05,和日配,0502,漬物,050202,塩漬け,4973992000166,185,139
P050202007,カツオダイコン,05,和日配,0502,漬物,050202,塩漬け,4975701000191,188,141
P050202008,ケンチャンユズダイコン,05,和日配,0502,漬物,050202,塩漬け,4975701000337,188,141
P050202009,夢たかな,05,和日配,0502,漬物,050202,塩漬け,4970411001247,198,149
P050202010,マルサカキザミウリズケ,05,和日配,0502,漬物,050202,塩漬け,4973992000524,198,149
P050202011,サカモトキュウリ２ホンイリ,05,和日配,0502,漬物,050202,塩漬け,4973992000999,198,149
P050202012,アサヅケコンビヅケ,05,和日配,0502,漬物,050202,塩漬け,4973992001101,198,149
P050202013,ケンチャンタカナヅケ,05,和日配,0502,漬物,050202,塩漬け,4975701000351,198,149
P050202014,刻み野沢,05,和日配,0502,漬物,050202,塩漬け,4974987021890,208,156
P050202015,野沢菜,05,和日配,0502,漬物,050202,塩漬け,4974987412001,208,156
P050202016,ケンチャンカブヅケトクヨウ,05,和日配,0502,漬物,050202,塩漬け,4975701000047,220,165
P050202017,シロカブヅケトクヨウ,05,和日配,0502,漬物,050202,塩漬け,4975701000504,220,165
P050202018,マルサカツダカブヅケ,05,和日配,0502,漬物,050202,塩漬け,4973992000098,228,171
P050202019,ケンチャンハクサイズケダイ,05,和日配,0502,漬物,050202,塩漬け,4975701000023,235,176
P050202020,ナスビキュウリコンビ,05,和日配,0502,漬物,050202,塩漬け,4975701000269,235,176
P050202021,アサヅケミックス,05,和日配,0502,漬物,050202,塩漬け,4975701000382,235,176
P050202022,グリンボール,05,和日配,0502,漬物,050202,塩漬け,4975701000412,235,176
P050202023,コンブキュウリヅケ,05,和日配,0502,漬物,050202,塩漬け,4975701000443,235,176
P050202024,白菜ミックス,05,和日配,0502,漬物,050202,塩漬け,4975701001556,268,201
P050202025,アサヅケツメアワセ,05,和日配,0502,漬物,050202,塩漬け,4975701000832,298,224
P050202026,ケンチヤンアサヅケツメアワセ,05,和日配,0502,漬物,050202,塩漬け,4975701000931,298,224
P050202027,ホロヨイウメ,05,和日配,0502,漬物,050202,塩漬け,4904046000214,308,231
P050202028,ケンチャンリンゴナスズケ,05,和日配,0502,漬物,050202,塩漬け,4975701000221,325,244
P050202029,イナカズケウメボシ,05,和日配,0502,漬物,050202,塩漬け,4955360400000,338,254
P050202030,クワバラショクヒンカツオウメ,05,和日配,0502,漬物,050202,塩漬け,4905491245984,378,284
P050202031,焼舞茸,05,和日配,0502,漬物,050202,塩漬け,4957868203752,438,329
P050202032,ナカタウメカツオトクヨウ,05,和日配,0502,漬物,050202,塩漬け,4904046000306,530,398
P050202033,南高梅  （紀州）  ３６０ｇ,05,和日配,0502,漬物,050202,塩漬け,4904046001495,618,464
P050202034,イナカウメボトル,05,和日配,0502,漬物,050202,塩漬け,4904046000054,688,516
P050202035,シソヅケウメボシボトル,05,和日配,0502,漬物,050202,塩漬け,4904046000078,688,516
P050202036,ホシウメ,05,和日配,0502,漬物,050202,塩漬け,4973992000036,960,720
P050202037,紀州産田舎梅,05,和日配,0502,漬物,050202,塩漬け,4934070900000,980,735
P050203001,ナスワカメ,05,和日配,0502,漬物,050203,醤油漬け,4973992000807,145,109
P050203002,茄子キムチ,05,和日配,0502,漬物,050203,醤油漬け,4973992000173,150,113
P050203003,サカモトフクジンズケフクロイリ,05,和日配,0502,漬物,050203,醤油漬け,4973992000074,155,116
P050203004,サカモトワカナスズケ,05,和日配,0502,漬物,050203,醤油漬け,4973992000104,155,116
P050203005,やまう  生しば漬,05,和日配,0502,漬物,050203,醤油漬け,4903117117165,178,134
P050203006,やまう  京しば茶漬,05,和日配,0502,漬物,050203,醤油漬け,4903117117172,178,134
P050203007,カレー専用福神漬,05,和日配,0502,漬物,050203,醤油漬け,4903117117387,178,134
P050203008,サカモトシソノミシグレ,05,和日配,0502,漬物,050203,醤油漬け,4973992001026,188,141
P050203009,サカモトサンショクツメアワセ,05,和日配,0502,漬物,050203,醤油漬け,4973992000562,198,149
P050203010,わさび風味,05,和日配,0502,漬物,050203,醤油漬け,4510004001003,208,156
P050203011,ツボヅケ,05,和日配,0502,漬物,050203,醤油漬け,4904041006112,208,156
P050203012,ナリアイキムチ,05,和日配,0502,漬物,050203,醤油漬け,4975701000177,220,165
P050203013,キムチ,05,和日配,0502,漬物,050203,醤油漬け,4975701000658,220,165
P050203014,かぼちゃ浅漬,05,和日配,0502,漬物,050203,醤油漬け,4904041030889,228,171
P050203015,しそ風味京の生しば,05,和日配,0502,漬物,050203,醤油漬け,4903117117462,248,186
P050203016,サカタ  ミヤザキノカオリ,05,和日配,0502,漬物,050203,醤油漬け,4973974051216,260,195
P050203017,サカモトショクヒンモロミズケイッポン,05,和日配,0502,漬物,050203,醤油漬け,4973992000326,260,195
P050203018,キザミツボヅケ,05,和日配,0502,漬物,050203,醤油漬け,4973974053500,265,199
P050203019,コンブタクアン,05,和日配,0502,漬物,050203,醤油漬け,4973992000449,288,216
P050203020,山菜なめこ,05,和日配,0502,漬物,050203,醤油漬け,4902940005182,298,224
P050203021,きのこたまり,05,和日配,0502,漬物,050203,醤油漬け,4902940005199,298,224
